Facility_Name,Reg_No,Address,Facility_Type_RAW,Facility_Type,Level,Bed_Capacity,County
KING DAVIDS MEDIDENT CLINIC,16011,P.O BOX 184-20400 BOMET,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,BOMET
KING\'ONG\'O MEDICAL CLINIC LIMITED,17166,P.O BOX 22-10100 NYERI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NYERI
KINGA MEDICAL CLINIC,18133,P.O BOX 82-80402 LUNGA LUNGA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KWALE
KINGDOM FAITH BASED HOSPITAL,15298,P.O BOX 2-50205 WEBUYE,MISSION HOSPITAL LEVEL 3,MISSION HOSPITAL LEVEL 3,LEVEL 3A,20,BUNGOMA
KINGS CARE MEDICAL LIMITED,4405,P.O BOX 1002-60100 EMBU,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,19,EMBU
KINGS MEDICAL CLINIC,3767,P.O BOX 220-60100 EMBU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,EMBU
KINGS MEDICAL COLLEGE LIMITED-PATHOLOGIST LAB,17498,P.O BOX 2851-60100 EMBU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,EMBU
KINGS NURSING & MATERNITY HOSPITAL LIMITED,15661,P.O BOX 231-40223 KADONGO,NURSING HOME,NURSING HOME,LEVEL 3B,14,MIGORI
KINGSLAND MEDICAL CLINIC,3611,P.O BOX 3867-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAJIADO
KINONDO KWETU HEALTH SERVICES,3682,P.O BOX 5445-80401 MOMBASA,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,50,KWALE
KINYONA DISPENSARY-MURANG\'A,GK-008595,P.O BOX 2-10218 KANGARI,DISPENSARY,DISPENSARY,LEVEL 2,0,MURANG'A
KIOGORO LEVEL 4 HOSPITAL,GK-010188,P.O BOX 92-40200 KISII,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,14,KISII
KIPCHIMCHIM MISSION HOSPITAL,4425,P.O BOX 31-20200 KERICHO,MISSION HOSPITAL LEVEL 3,MISSION HOSPITAL LEVEL 3,LEVEL 3A,50,KERICHO
KIPKEBE MEDICAL CENTRE,1732,P.O BOX PRIVATE BAG-20406 SOTIK,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NYAMIRA
KIPKETER DISPENSARY,2274,P.O BOX 223-20200 KERICHO,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KERICHO
KIPSAINA MEDICAL CLINIC,15803,P.O BOX 2770-30200 KITALE,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,TRANS NZOIA
KIPSIGAK JUNCTION MEDICARE,7093,P.O BOX 305-30300 KAPSABET,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NANDI
KIPSINENDE MEDICAL CLINIC,16443,P.O BOX 968- KERICHO,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KERICHO
KIPSITET BAPTIST DISPENSARY,16786,P.O BOX 720-20200 KERICHO,DISPENSARY,DISPENSARY,LEVEL 2,0,KERICHO
KIPSITET MEDICARE CLINIC,17994,P.O BOX 214-20200 KERICHO,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KERICHO
KIPSONGO AFYA BORA MEDICAL CLINIC,16290,P.O BOX 3097-30200 KITALE,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,TRANS NZOIA
KIPTAGICH TEGAT DISPENSARY,1420,P.O BOX 1-20152 OLENGURUONE,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,NAKURU
KIRACHA CFW CLINIC,3061,P.O BOX 1630-00606 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,THARAKA NITHI
KIRANGA DISPENSARY,GK-008645,P.O BOX 69-10200 MURANG\\\'A,DISPENSARY,DISPENSARY,LEVEL 2,0,MURANG'A
KIRIA-INI DISPENSARY,GK-008770,P.O BOX 69-10200 MURANG\'A,DISPENSARY,DISPENSARY,LEVEL 2,0,MURANG'A
KIRIA-INI HEALTH CARE SERVICES,6307,P.O BOX 1228-10200 MURANGA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MURANG'A
KIRIAINI MISSION HOSPITAL,2548,P.O BOX 239-10204 KIRIAINI,FAITH BASED LEVEL 4 HOSPITAL,FAITH BASED,LEVEL 4,72,MURANG'A
KIRIMARA OPTICALS LIMITED ISIOLO,12227,P.O BOX 334- ISIOLO,EYE CLINIC,EYE CLINIC,LEVEL 2,0,ISIOLO
KIRIMARA OPTICALS LIMITED NANYUKI,12244,P.O BOX 2108- EMBU,EYE CLINIC,EYE CLINIC,LEVEL 2,0,LAIKIPIA
KIRIMARA OPTICALS LTD EMBU,12273,P.O BOX 2108-60100 EMBU,EYE CLINIC,EYE CLINIC,LEVEL 2,0,EMBU
KIRIMARA OPTICALS LTD MERU,12242,P.O BOX 1678-60200 MERU,EYE CLINIC,EYE CLINIC,LEVEL 2,0,MERU
KIRIMARA OPTICALS LTD NYERI,12265,P.O BOX 876-10100 NYERI,EYE CLINIC,EYE CLINIC,LEVEL 2,0,NYERI
KIRIMARA OPTICALS LTD-EMBU TOWN,17839,P.O BOX 2108-60100 EMBU,EYE CLINIC,EYE CLINIC,LEVEL 2,0,EMBU
KIRIMUKUYU MEDICAL CENTRE,17373,P.O BOX 774-10101 KARATINA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NYERI
KIRINDINE MUTETHIA MATERNITY & NURSING HOME,675,P.O BOX 506-60200 MERU,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,MERU
KIRINYAGA OPTICALS,14753,P.O BOX 740-10300 KERUGOYA,EYE CLINIC,EYE CLINIC,LEVEL 2,0,KIRINYAGA
KIRINYAGA TREATMENT CENTRE,16888,P.O BOX 55-10306 KAGIO,NURSING HOME,NURSING HOME,LEVEL 3B,50,KIRINYAGA
KIRINYAGA UNIVERSITY CLINIC,8423,P.O BOX 143-10300 KIRINYAGA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIRINYAGA
KIRITIRI MEDICAL HEALTHCARE LTD,14908,P.O BOX 330-10303 WANGURU,NURSING HOME,NURSING HOME,LEVEL 3B,50,EMBU
KIRITU RESCUE MEDICAL CENTRE,15532,P.O BOX 148-50300 MARAGOLI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,VIHIGA
KIROGO HEALTH CENTRE,GK-008716,P.O BOX 122-10200 MURANG\\\\\\\'A,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,6,MURANG'A
KIRWARA SUB-COUNTY HOSPITAL,GK-008642,P.O BOX 69-10200 MURANGA,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,30,MURANG'A
KISASI KITUI BY GRACE CLINIC,17202,P.O BOX 511-90400 KITUI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KITUI
KISAYANI MEDICAL CLINIC,3583,P.O BOX 37-90137 KIBWEZI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MAKUENI
KISEMBO HEALTH SERVICES,3285,P.O BOX 19352-00202 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
KISII DENTAL CENTER LIMITED,15557,P.O BOX 3492-40200 KISII,DENTAL CENTRE,DENTAL CENTRE,LEVEL 3A,0,KISII
KISII FAMILY MEDICAL CENTRE,3078,P.O BOX 198-40200 KISII,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KISII
KISII GALAXY IMAGING AND DIAGNOSTICS SOLUTIONS LTD,15195,P.O BOX 1434-40200 KISII,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,KISII
KISII GALAXY MEDICARE CENTRE,5784,P.O BOX 3864-40200 KISII,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,KISII
KISII MODERN MEDICAL CLINIC,7137,P.O BOX 3372-20200 KITALE,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KISII
KISIMA DIAGNOSTIC AND TREATMENT CENTRE LIMITED,16407,P.O BOX 1181- ONGATA RONGAI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,10,KAJIADO
KISIMA HEALTH FACILITY,7565,P.O BOX 41529-80100 MOMBASA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,MOMBASA
KISIMA INCHABARI MEDICAL CLINIC,17341,P.O BOX 60-20600 MARALAL,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,SAMBURU
KISMANI HEALTH CARE SERVICES,1703,P.O BOX 621-80100 MOMBASA,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,7,MOMBASA
KISUKIONI MEDICAL SERVICES,5430,P.O BOX 37-90131 TALA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MACHAKOS
KISUMU COMPREHENSIVE MEDICAL CENTRE,13955,P.O BOX 4584-40100 KISUMU,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,32,KISUMU
KISUMU DENTAL CENTRE,3740,P.O BOX 3432-40100 KISUMU,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,KISUMU
KISUMU HEART CENTRE,7209,P.O BOX 3365-40100 KISUMU,NURSING HOME,NURSING HOME,LEVEL 3B,25,KISUMU
KISUMU HOSPICE AND PALLIATIVE CARE CENTRE,7417,P.O BOX 5246-40141 KISUMU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KISUMU
KISUMU ORTHOPAEDIC CLINIC,4160,P.O BOX 7406-40100 KISUMU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KISUMU
KISUMU SMILES GENTLE CARE,6169,P.O BOX 9767-40141 KISUMU,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,KISUMU
KISUMU SPECIALISTS HOSPITAL,6273,P.O BOX 7406-40100 KISUMU,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,47,KISUMU
KITALE DENTAL CENTRE,6219,P.O BOX 3497-30200 KITALE,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,TRANS NZOIA
KITALE HOSPITAL LIMITED,15160,P.O BOX 3406-30200 KITALE,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,TRANS NZOIA
KITALE NURSING HOME,17071,P.O BOX 1825-30200 KITALE,NURSING HOME,NURSING HOME,LEVEL 3B,47,TRANS NZOIA
KITENGELA BARAKA MEDICAL CENTRE,2292,P.O BOX 58651-00200 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAJIADO
KITENGELA CENTRE OF HOPE,3340,P.O BOX 11775-00100 NAIROBI,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,KAJIADO
KITENGELA DENTAL CENTRE,2333,P.O BOX 36588-00200 NAIROBI,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,KAJIADO
KITENGELA MEDICAL SERVICES,875,P.O BOX 352-00242 NAIROBI,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,120,KAJIADO
KITENGELA MEDICAL SERVICES--KAJIADO,2831,P.O BOX 352-00242 KITENGELA,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,120,KAJIADO
KITENGELA MEDICAL SERVICES-KAPA OIL REFINERY CLINIC,15604,P.O BOX 352-00242 KITENGELA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MACHAKOS
KITENGELA PONA SERVICES,2340,P.O BOX 78780-00507 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,45,KAJIADO
KITENGELA STAR OF THE SEA MEDICAL SERVICES,16025,P.O BOX 28149-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAJIADO
KITENGELA WEST HOSPITAL,6035,P.O BOX 43375-00100 NAIROBI,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,10,KAJIADO
KITERE MEDICAL CLINIC,17752,P.O BOX 87-40404 RONGO,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MIGORI
KITETA MEDICAL CLINIC,17549,P.O BOX 28-90135 IKALAASA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MACHAKOS
KITHOKA MEDICAL CENTRE,14793,P.O BOX 3005-60200 MERU,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,MERU
KITUI FAMILY MEDICAL CLINIC & LAB SERVICES,5701,P.O BOX 679-90200 KITUI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KITUI
KITUI GASTROENDOSCOPY AND SURGERY CENTRE,17866,P.O BOX 78-20303 OLKALOU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KITUI
KITUI OASIS DOCTORS PLAZA,4636,P.O BOX 121-90200 KITUI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KITUI
KITUNENI MEDICAL CLINIC,15496,P.O BOX 91-90110 MBIUNI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MACHAKOS
KITUSURU MEDICAL CLINIC,16931,P.O BOX 77-00202 KIAMBU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
KIUNDWANI MEDICAL CLINIC,15120,P.O BOX 110-90137 MAKINDU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MAKUENI
KIUNGATU MEDICAL CLINIC,16168,P.O BOX 91-01100 KAJIADO,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAJIADO
KIUNYU DISPENSARY,GK-008695,P.O BOX 96-01000 THIKA,DISPENSARY,DISPENSARY,LEVEL 2,0,MURANG'A
KIVANI MEDICARE,15075,P.O BOX 30000-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MACHAKOS
KIVULI DISPENSARY,197,P.O BOX 21255-00505 NAIROBI,FAITH BASED DISPENSARY,FAITH BASED,LEVEL 2,0,NAIROBI
KIVWE CFW CLINIC,16530,P.O BOX 1630-00606 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,EMBU
KIZAZI CLINIQUE,17200,P.O BOX 30005-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
KIZIMANI CLINIC,7353,P.O BOX 2607-00202 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MACHAKOS
KKIT NURSING HOME,1486,P.O BOX 34156-00100 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,10,KAJIADO
KMET CORKRAN HEALTH CENTRE,2802,P.O BOX 6805-40103 KISUMU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KISUMU
KOBUJOI MEDICAL CENTRE,5834,P.O BOX 85-30305 KOBUJOI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NANDI
KOBUJOI MISSION HEALTH CENTRE,413,P.O BOX 127-30305 KOBUJOI,FAITH-BASED COMPREHENSIVE CENTRE,FAITH BASED,LEVEL 3A,30,NANDI
KOGELO MEDICAL CENTRE,18057,P.O BOX 258-40401 RONGO,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,6,MIGORI
KOJWACH MEDICAL CENTRE LTD,16362,P.O BOX 384-40200 HOMABAY,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,20,HOMA BAY
KOKI MEDICAL CLINIC,4187,P.O BOX 30016-00200 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
KOKISELEI DISPENSARY,6750,P.O BOX 34-30500 LODWAR,FAITH BASED DISPENSARY,FAITH BASED,LEVEL 2,0,TURKANA
KOKWET FAMILY HEALTH CARE,4374,P.O BOX 402-30300 KAPSABET,NURSING HOME,NURSING HOME,LEVEL 3B,16,NANDI
KOLAJOY MEDICAL CLINIC,17573,P.O BOX 88331-80100 MOMBASA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KILIFI
KOLOCH BABTIST DISPENSARY,17770,P.O BOX 248-50308 SEREM,FAITH BASED DISPENSARY,FAITH BASED,LEVEL 2,0,NANDI
KOLONGOLO CATHOLIC MISSION DISPENSARY,220,P.O BOX 636-30200 KITALE,DISPENSARY,DISPENSARY,LEVEL 2,0,TRANS NZOIA
KOLUNGA COMMUNITY DISPENSARY SUBA,2645,P.O BOX 115-40305 MBITA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,40,HOMA BAY
KOMA HILL MEDICAL CENTRE,3868,P.O BOX 47-90131 TALA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MACHAKOS
KOMAROCK MEDICAL CENTRE,928,P.O BOX 26030-00504 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
KOMAROCK MODERN HEALTHCARE,1912,P.O BOX 23728-00100 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,24,NAIROBI
KOMAROCK MODERN HEALTHCARE -CHUKA,17931,P.O BOX 23728-00100 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,THARAKA NITHI
KOMAROCK MODERN HEALTHCARE UTAWALA,6546,P.O BOX 23728-00100 NAIROBI,Hospital Level 5,HOSPITAL,LEVEL 5,95,NAIROBI
KOMAROCK MODERN HEALTHCARE- KATHWANA,15760,P.O BOX 23728-00100 NAIROBI,HOSPITAL LEVEL 5,HOSPITAL,LEVEL 5,98,THARAKA NITHI
KOMOTOBO MISSION HEALTH CENTRE,16790,P.O BOX 164-40413 KEHANCHA,DISPENSARY,DISPENSARY,LEVEL 2,11,MIGORI
KONG\'ASIS MEDICAL CLINIC ENDEBES,18132,P.O BOX 11-30201 ENDEBES,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,TRANS NZOIA
KONGA\'NGA\' CLINIC,17528,P.O BOX 138-40222 OYUGIS,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,HOMA BAY
KONGONI RIVER FARM CLINIC-GALAXY DIVISION,14415,P.O BOX 1271-20117 NAIVASHA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
KONGONI RIVER FARM CLINIC-STAR DIVISION,14416,P.O BOX 1401-20117 NAKURU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
KONGONI RIVER FARM LIMITED CLINIC,7406,P.O BOX 1271-20117 NAIVASHA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
KONYA HEALTHCARE SERVICES,16986,P.O BOX 1628-40100 KISUMU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KISUMU
KOPOLLO CFW CLINIC,1948,P.O BOX 1630-00606 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,SIAYA
KOR SWOP CLINIC,2210,P.O BOX 19676-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
KOROGOCHO HEALTH CENTRE,GK-008926,P.O BOX 30108-00100 NAIROBI,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,6,NAIROBI
KORSAM MEDICAL SERVICES,15303,P.O BOX 21-30102 BURNT FOREST,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,UASIN GISHU
KORU HOLY FAMILY MISSION HOSPITAL,603,P.O BOX 17-40104 KORU,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,40,KISUMU
KORY FAMILY HOSPITAL KIMILILI,14974,P.O BOX 1977-50200 BUNGOMA,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,74,BUNGOMA
KORYLINE MEDICAL CLINIC,16930,P.O BOX 844-20200 KERICHO,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KERICHO
KOTIENDE MEDICAL CLINIC,7775,P.O BOX 371-40302 NDHIWA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,HOMA BAY
KPN PEARL HEALTH LIMITED,15954,P.O BOX 300-20300 NYAHURURU,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,LAIKIPIA
KRCS LAMU REHABILITATION CENTRE,GK-015952,P.O BOX 108-80500 LAMU,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,40,LAMU
KRUSE MEDICAL CENTRE,14886,P.O BOX 987-80108 KILIFI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KILIFI
KRYSTALLINE SALT LIMITED DISPENSARY,6220,P.O BOX 63-80206 GONGONI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KILIFI
KULAL MEDICAL CLINIC,1672,P.O BOX 20-60602 KIANJAI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MERU
KULAMAWE MEDICAL SERVICES,3829,P.O BOX 670-60300 ISIOLO,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,12,ISIOLO
KWA LYDIA MEDICAL CENTER,6653,P.O BOX 280-10105 NARUMORU,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NYERI
KWA NGANGA MEDICARE CENTRE LTD,1489,P.O BOX 361-10208 SABA SABA,NURSING HOME,NURSING HOME,LEVEL 3B,10,MURANG'A
KWA NGETHE PRIORITY MEDICAL CARE,17375,P.O BOX 301-00232 RUIRU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
KWABULO MEDICAL CLINIC,18119,P.O BOX 1398-80100 MOMBASA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MOMBASA
KWALE DISTRICT EYE CENTRE,74,P.O BOX 901-80100 MOMBASA,EYE HOSPITAL LEVEL 4,EYE CLINIC,LEVEL 4,45,KWALE
KWALE DISTRICT EYE CENTRE UKUNDA,4449,P.O BOX 901-80100 MOMBASA,EYE CLINIC,EYE CLINIC,LEVEL 2,0,KWALE
KWALE MEDICARE CENTRE LIMITED,6938,P.O BOX 97169-80112 MOMBASA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,KWALE
KWAMAIKO MEDICAL HEALTH CLINIC,5594,P.O BOX 106-00901 NGEWA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
KWARE DISPENSARY,GK-014275,P.O BOX 30108-00100 NAIROBI,DISPENSARY,DISPENSARY,LEVEL 2,0,NAIROBI
KWEMA MEDICAL CENTRE,5664,P.O BOX 25159-00603 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
KWETU HOME OF PEACE DISPENSARY,4083,P.O BOX 60311-00200 NAIROBI,DISPENSARY,DISPENSARY,LEVEL 2,0,NAIROBI
KWETU MEDICAL CENTRE LTD,5877,P.O BOX 16839-00620 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,20,KAJIADO
KYHEAL MEDICAL CLINIC LTD,17277,P.O BOX 458-30202 MOIS BRIDGE,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAKAMEGA
LA VINY MEDICAL CENTRE,16279,P.O BOX 4445-20100 NAKURU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
LABIB HOSPITAL,15646,P.O BOX 71760-00610 NAIROBI,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,40,NAIROBI
LADNAN HOSPITAL,3683,P.O BOX 2534-00202 NAIROBI,Hospital Level 5,HOSPITAL,LEVEL 5,50,NAIROBI
LADNAN HOSPITAL HOSPITAL ANNEX,7113,P.O BOX 415-70200 WAJIR,NURSING HOME,NURSING HOME,LEVEL 3B,20,WAJIR
LADNAN HOSPITAL WAJIR,3957,P.O BOX 415-70200 WAJIR,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,50,WAJIR
LADOPHARMA MEDICAL CENTRE,735,P.O BOX 603-40400 MIGORI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MIGORI
LADOPHARMA MEDICAL CENTRE - RONGO LTD,14463,P.O BOX 603-40400 SUNA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MIGORI
LADOPHARMA MEDICAL CENTRE LIMITED-GODJOPE,17613,P.O BOX 603-40400 SUNA MIGORI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MIGORI
LADOPHARMA MEDICAL CENTRE-MASARA,15612,P.O BOX 603-40400 SUNA MIGORI,NURSING HOME,NURSING HOME,LEVEL 3B,25,MIGORI
LADOPHARMA NURSING HOME LIMITED,6210,P.O BOX 603-40400 SUNA-MIGORI,NURSING HOME,NURSING HOME,LEVEL 3B,45,MIGORI
LADOPHARMA NURSING HOME-RONGO LIMITED,15614,P.O BOX 603-40400 MIGORI,NURSING HOME,NURSING HOME,LEVEL 3B,25,MIGORI
LADY NORTHEY DISPENSARY,GK-008109,P.O BOX 40530-00100 NAIROBI,DISPENSARY,DISPENSARY,LEVEL 2,0,NAIROBI
LAFE MEDICAL CLINIC,17785,P.O BOX 7967-40100 KISUMU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KISUMU
LAFEMME HEALTHCARE CLINIC,16015,P.O BOX 17982-00100 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
LAFEYCARE NURSING HOME,4366,P.O BOX 148-70300 MANDERA,NURSING HOME,NURSING HOME,LEVEL 3B,20,MANDERA
LAGOS ROAD STAFF DISPENSARY,GK-008720,P.O BOX 30108-00100 NAIROBI,DISPENSARY,DISPENSARY,LEVEL 2,0,NAIROBI
LAIKIPIA UNIVERSITY MEDICAL CENTRE NYAHURURU,5972,P.O BOX 1100-20300 NYAHURURU,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,7,LAIKIPIA
LAISAMIS CATHOLIC HOSPITAL,2879,P.O BOX 74-60300 ISIOLO,FAITH-BASED BASIC CENTRE,FAITH BASED,LEVEL 3A,57,MARSABIT
LAKE BASIN DENTAL CLINIC,15657,P.O BOX 87-40100 KISUMU,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,KISUMU
LAKE BASIN DENTAL NYALI,17603,P.O BOX 87-40100 KISUMU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MOMBASA
